sample_precision,sample_recall,sample_f1,positive_rate,pr_auc,roc_auc,event_precision,event_recall,event_f1,true_event_count,pred_event_count,detected_event_rate,mean_lead_bars,false_alarms_per_day,threshold,bootstrap_ci,symbol,model
0.10144927536231885,0.4117647058823529,0.16279069767441862,0.3770491803278688,0.16533538603074172,0.4493267186392629,0.5,0.4666666666666667,0.4827586206896552,15.0,14.0,0.5333333333333333,2.875,1.9125683060109289,0.5,{},TLT,gcn_fusion
0.15,0.6923076923076923,0.2465753424657534,0.32967032967032966,0.26499152042350305,0.7501137915339098,0.6,0.6666666666666666,0.631578947368421,12.0,10.0,0.8333333333333334,3.4,1.0989010989010988,0.5,{},UUP,gcn_fusion
0.16129032258064516,0.35714285714285715,0.2222222222222222,0.16939890710382513,0.18216683670821499,0.6842772612003382,0.3076923076923077,0.5,0.380952380952381,10.0,13.0,0.7,2.7142857142857144,2.459016393442623,0.5,{},XLE,gcn_fusion
0.08433734939759036,0.4666666666666667,0.14285714285714285,0.453551912568306,0.07311805491799643,0.42301587301587307,0.46153846153846156,0.6666666666666666,0.5454545454545455,9.0,13.0,0.7777777777777778,3.4285714285714284,1.9125683060109289,0.5,{},XLF,gcn_fusion
0.11538461538461539,0.375,0.17647058823529413,0.28415300546448086,0.11662614312814694,0.5553892215568863,0.38461538461538464,0.45454545454545453,0.41666666666666663,11.0,13.0,0.5454545454545454,4.0,2.1857923497267757,0.5,{},^VIX,gcn_fusion
0.0,0.0,0.0,0.01639344262295082,0.07256333526588052,0.5420190274841438,0.0,0.0,0.0,9.0,3.0,0.1111111111111111,3.0,0.819672131147541,0.15,{},DBC,rf_combined
0.0,0.0,0.0,0.00546448087431694,0.10219105752238529,0.5281715095676824,0.0,0.0,0.0,14.0,1.0,0.0,,0.27322404371584696,0.15,{},EEM,rf_combined
0.5,0.045454545454545456,0.08333333333333333,0.01092896174863388,0.25216325229822106,0.688876341050254,0.5,0.06666666666666667,0.11764705882352941,15.0,2.0,0.06666666666666667,0.0,0.27322404371584696,0.15,{},GLD,rf_combined
0.0,0.0,0.0,0.0,0.08167044230661374,0.5598930481283423,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.15,{},HYG,rf_combined
0.09090909090909091,0.06666666666666667,0.07692307692307693,0.060109289617486336,0.1305248460099524,0.5873015873015873,0.25,0.07142857142857142,0.11111111111111112,14.0,4.0,0.14285714285714285,3.5,0.819672131147541,0.15,{},IEF,rf_combined
0.0,0.0,0.0,0.00546448087431694,0.09675159642799844,0.49623015873015863,0.0,0.0,0.0,12.0,1.0,0.0,,0.27322404371584696,0.15,{},LQD,rf_combined
0.0,0.0,0.0,0.03278688524590164,0.07293707915739076,0.5214932126696832,0.0,0.0,0.0,8.0,2.0,0.0,,0.5464480874316939,0.15,{},QQQ,rf_combined
